作者,user_token,回答,创建时间,赞同数,评论数
匿名用户,,从小到大，有兄弟姐妹的同学，多数来讲，要么是家庭比较穷困落后，要么就比较有钱，而没有兄弟姐妹的同学，家里中规中矩，父母往往是因为怕丢工作不敢生二胎，生了也有部分家长会送走。有钱人一直都可以多生。中规中矩的人一直都不敢多生。看到新闻要完善生育休假与保险正册，也不提给家长补贴奶粉钱，给老板补贴企业损失。更别说没房子的年轻人，心不安。路过商场问柜员的工资，顶多2000元，且公司不交社保，三年了，每年问都是这个水平，没变化，但房价三年来从4000/平进化到7000/平。这....,2021-05-31 17:43:38,0,0
知乎不止,zhi-hu-bu-zhi-10,要让自己的小蝌蚪为国之大计而战斗，而不是躺尸在卫生纸上,2021-05-31 17:43:33,0,0
匿名用户,,影响可以忽略不计，等于没影响。不生孩子是因为政策限制只能生两个么，自己骗自己有意思么。,2021-05-31 17:43:07,0,0
狗富贵,huan-tuo-sao-sha-de-329,不婚不育芳龄永继，不生不养仙寿恒昌,2021-05-31 17:42:32,0,0
板牙,ban-ya-32-94,"积极响应国家号召的话，现在二三十岁的人应该大部分都是独生子女，开放二胎那一波可能还有个比自己小十七八岁的弟弟妹妹，然后上班要努力，结婚买个挺贵的房子，再去生三个孩子
我躺着看吧，嗯，躺的更踏实了",2021-05-31 17:41:46,0,0
匿名用户,,"事不关己，我反正是不会生的，谁爱生谁生
但是呢，我能理解为什么这么做，也没什么必要去骂这个政策。
曾经每天出生十个新生婴儿，去世十个老年人，整个国家的平均年龄是稳定的
现在因为各种因素导致很多人不愿意要孩子，出生率下降，而随着医疗的进步，老年人寿命越来越长，所以现在变成每天去世五个老年人，但只有一个新生婴儿出生。
一天两天的看好像也没什么影响，但是从长期来看，人口平均年龄就会越来越大，社会就会面临越来越严重的人口老龄化问题。
人口老龄化的弊端就不说了，可以自行百度。
那如何解决这个问题？总不能把超过多少岁的老人聚集在一起集体埋了吧？既然老年的死亡率是不能去减少的，那只能想办法提高出生率。
可是现在养孩子的成本有多高大家也都懂，对普通工薪阶层来说，养一个就差不多了，养两个就会很吃力，更别谈三个了。特别是现在小孩教育也内卷，别家小孩琴棋书画样样精通，从小各地旅游去长见识，你也不好意思馒头稀饭啥都不学的圈养自己小孩吧？你也希望给你的孩子提供优质的生活条件和教育吧，那养孩子的成本就越来越高。
要改善这个问题就是大工程了，没办法去改变这个趋势，只能鼓励让养的起的家庭多生几个，于是便有了三胎政策。
现在的社会陷入无解的循环。为什么人们养不起小孩？因为收入低。为什么收入低？因为人口多，内卷。举个很简单的例子，我这边一个职位可以开价1万，但是竞争上岗的人非常多，A说给我8K我都可以接受，B说我6K就可以了，C说我只要5K
老板也不是做慈善的，五千就能雇到人，他何必出一万？
坐标武汉，疫情之后我们老板招一个全职司机，一个月休息四天，需要随时待命，经常要陪着我们老板出差，有应酬的时候要工作到凌晨两点。给出的待遇是三千五。
就这还有十几个人应聘，更别说冬暖夏凉的办公室工作，随便一个岗位动辄上百份简历应聘。
学习高精尖技术拥有不可替代性的人才毕竟是少数，更多的是普通人，有工作能力但不拔尖，他们只能老老实实的吃死工资，对他们来说一个月三五千的收入如何生活？就算不考虑最离谱的房价问题，所有收入都拿来生活，可这么点钱怎么养孩子？自己生活都过得不宽裕。
所以要想从根本上提高生育率，鼓励每对年轻夫妇去生孩子是不现实的，这需要从调整工资，改善生活水平开始。而人口过剩工作岗位稀缺内卷严重又导致雇主压根没必要提高工资就能雇佣到人。于是想尽快提高出生率的办法就只有鼓励少部分有条件的夫妻多生。
这个办法治标不治本，但是从我的角度来看确实事不关己。
我浅薄的头脑也想不到有什么办法破这个局。或许减少税收？提高法定最低工资？可是岗位少而待业的人多这永远是个大问题，能怎么办？鼓励更多有想法有能力的人去创立新兴公司？可是经过疫情之后，恐怕愿意冒这个风险的人更少了，以我身边的人来看，经历疫情之后，更多人萌生了考公务员进事业单位的心。毕竟这年头，稳定才是最重要的，否则一场疫情啥都没了。
微博里看全是在骂，还有那种说什么七十岁的夫妻要带三个孙子的。这种没有条件还非要生一大堆孩子去养的人，跟政策有啥关系，一个政策面向的是所有人，本意是鼓励要的起的家庭多生一点，尽量去提高一下出生率，国家也没办法把年薪X百万以上可以要第三胎这种东西写在政策里对吧？所以简单来说就是有能力养你就多生一点，改善一下国家的新生儿出生率，没能力就拉倒，养活你自己就行。
总结一下吧，这个政策其实与我无关，我反正是要不起的。并且这个办法是个治标不治本的缓兵之计，要想从长久上解决问题还是得从提高人民工资待遇和生活质量下手。赚的钱都跑不赢通胀，我拿什么养孩子，割肉吗？",2021-05-31 17:41:38,0,0
长夜漫漫楚歌声声,luo-xia-gu-mu-19-50,别闹了，房子都买不起养三个孩子,2021-05-31 17:40:32,0,0
钟馗,zhong-kui-70-72,能怎么看？当然是躺平看！,2021-05-31 17:40:14,0,0
飞翔94520,fei-xiang-94520,目测很快会把适婚年龄下调,2021-05-31 17:39:40,0,0
陈陈,chen-chen-36-15-42,国家与其让不想生的生，还不如早日攻克技术难关，先让几千万不孕不育的生了孩子。毕竟后者似乎更容易。,2021-05-31 17:38:57,0,0
娃儿厂小哥vaa653,wa-han-hui-xing-vaa653,"没有任何的影响，建议直接不限制，让有能力抚养多个孩子多生。
现在我所在的行业我所看到的是，买实体娃娃的人越来越多，找女朋友他不香么？结婚不香么？都香，但是年轻人的压力越来越大，自己都难养活，如何多养孩子。",2021-05-31 17:38:16,0,0
啊啊,a-a-83-70,能不能给独生子女们减减负,2021-05-31 17:38:09,0,0
匿名用户,,"利好房地产
现在大多都是两房，小三房，三孩不得更大的房子
[狗头]",2021-05-31 17:37:58,0,0
匿名用户,,"98年出生、山东人，
从小到大因为自己是三胎原因，受到过非常非常多的歧视，包括大学了说出来还是会受歧视。
看到这个消息是五味杂陈的，但是以后结婚了不管政策怎么改变计划只要一个宝宝。",2021-05-31 17:36:46,0,0
eric,eric-25-34-50,"感觉中国的决策比较好做,不需要智商，也不需要智慧。人口多了，就一胎政策，人口少了，就放开3胎。有点和养牲口一样随意。",2021-05-31 17:39:13,0,0
王菲夸我帅,wang-fei-kua-wo-shuai,"美国：我说小苏啊，资本主义，这一套，水太深你把握不住。还是让老哥来玩吧。
苏联：不，我可以玩，我想试一试。",2021-05-31 17:36:38,0,0
唐小朝,tang-xiao-zhao-34,"这政策还是不好落实。要我说，国家该学学互联网的套路。
先低价体验，再优惠正价，全面占领市场后再抬高价回本。那时候人们都习惯了，离不开了。
你现在都不给机会体验，哪儿来的新用户？",2021-05-31 17:35:29,0,0
肖战,cui-jin-yang-57,为啥大家的戾气都这么重啊，不生就不生呗国家又没强制你生 …,2021-05-31 17:35:57,0,2
卓然清颖,jun-ran-qing-ying,影响就是女性更找不到工作了。,2021-05-31 17:35:23,0,1
空想家,ze-ze-ze-72-41,"还以为解决人口问题的政策会是什么呢，没想到是开放三胎。
笑着笑着哭了。",2021-05-31 17:34:02,0,0
夏朗,gu-xing-ju,希望这个不要到来吧,2021-05-31 17:30:56,0,0
喵呜喵呜喵呜,miao-wu-miao-wu-miao-wu,"我作为一个在社会中最普通最普通的那个人说，国家就算开放三十孩都感觉像是与我无关。
自己养自己都费劲。要什么孩，孩下来出去挖土吃吗？
房子又贵，好不容易搞个首付吧，还贷要三十年，扣除房贷，吃喝都快成问题了。车更不要想了。还不如去睡大街。
养孩子需要钱，需要精力，需要一到两个劳动力看。劳动力看了孩子，谁去赚钱呀？父母有点钱还好说，要是一样没钱穷，怎么办呢？能帮你带孩子？他们自己生活都需要去打工赚钱，普通人的普通收入怎么支撑一个家庭呢。
中年更惨，工作996甚至007。上面四个老人，医疗问题照顾问题，再有孩子养，没有积累下的财富，家庭怎么承担风险，找个绳自挂东南枝吧。
女性负担生育，然后职场筛掉有生育风险的人。遇到一个女hr明说，公司有两个孕妇已经很麻烦了，不想要再有有可能风险的人了。


所以没有钱，别说几孩了，吭哧吭哧赚钱看下一顿能不能吃上饭吧。",2021-05-31 17:44:21,0,0
茄子,qie-zi-37-54-90,"想生的 有心无力！
不想生的，有力无心！",2021-05-31 17:29:33,0,0
山岚碎月,mo-li-sha-43,"能养得起三胎的，只有两种情况，一是有资源的人，二是什么都不管，孩子吃饱了就行了的人。
对于这两种人来说，三胎开不开都无所谓，因为他们都不在乎政策限制，要生早就生了。
真正利好的，应该是在体制内的人，毕竟要响应号召嘛，以前最多生二胎，现在可以生三胎了，可以算是得偿所愿。
不过我还是要说，重要的不是开放三胎，而是怎么让年轻人生一胎，现在的劳资环境越来越恶劣，加上躺平风气越演越烈，真的有点难说未来的发展，还是希望国家能够再关注一下这方面的。",2021-05-31 17:27:36,0,0
秃噜皮,zhi-11-92,"现在年轻人又不能躺平，还得生三胎。十八般武艺，能文能武！
既要上班月末工资拿2500，又要结婚彩礼20w，没钱不能娶俺闺女，现在还要一张床要能睡五个。
延迟退休加开放三胎政策
总结下来：难为老板了！",2021-05-31 17:32:08,0,0
麦田守望者,bing11,三胎政策虽然放开了，但是并不能带来人口的增长，也不能解决当前中国面临的问题。首先，我们分析一下什么人愿意生三胎？一是家里有矿，家境特别好的，不愁钱养孩子的，需要孩子接替产业的。但是这些人占据社会的大量资源，他们不需要上班，对生几胎也没有特别的限制，能生的早就生了。二是家里一胎二胎有残疾的，生三胎为了弥补缺陷，更好的传承基因。三是农村家庭的傻白甜，家境本来就不好，但是依然秉承着多子多福或者无后为大的传统观念，不能给孩子创造良好的生活，接受更好的教育，缺一味地生生生。目前，高涨的房价，高昂的物价已经严重阻碍的人们的生育欲望，现在的躺平族就是明显的表现。不是人们不生，而是实在是生不起。在大城市里，大多数人能生一胎就不错了，二胎基本不想考虑，更何况三胎。况且，现在的年轻人，更喜欢独立，自由，更爱享受生活，不想把有限的人生浪费到抚养孩子中去，更何况还是三胎。,2021-05-31 17:29:07,0,0
出家老杨,chu-jia-lao-yang,三胎不是虚拟的，你没有W，你把握不住,2021-05-31 17:27:24,0,0
鸢丶布偶,xiao-miao-69-32-76,"说什么996是福报。。
(＊ﾟ◇ﾟ)再加上上下班路上的时间。。
还是不加班的情况。。
早上七八点出门。。晚上十点十一点回家。。
回家啥都不干洗澡睡觉都无法保证睡眠时长。。
连X生活都没有。。拿什么生？？？
还是说政策的提出者都是秒速五厘米。。。
觉得这些事根本不会占用时间？甚至上班时间找个厕所就能解决了？？？
在所有的与生育相关的政策都变得更加完善之前。。别说开放三胎了。。开放三百胎都不会有什么变化。。。
更别说现当代青年身体素质越来越差。。很多怀孕的孕妇需要居家静养。。直接代表着丢工作。。不生孩子自己还能养活自己。。生孩子等于饿死自己和孩子。。
不生能活一个。。生了可能饿死俩。。
是个人都会选择吧。。。",2021-05-31 17:23:10,0,0
